firm_name,prospect_type,contact_name,email,county,touch,subject,send_status,prospect_status,sent_at,delivered_at,opened_at,wa_clicked_at,joined_whatsapp_at,bounced_at,suppressed,suppression_reason,prospect_id,send_id
Davies & Co Solicitors,firm,,info@daviesandco.co.uk,Pembrokeshire,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:10.608Z,2026-06-18T19:19:12.440Z,,,,,false,,fop_dcf00866ec4c7c6d,fos_mqjvvm3d_589f52f6
Cornwall Defence Solicitors,firm,,contact@cornwalldefencesolicitors.co.uk,Cornwall,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:09.108Z,,,,,,false,,fop_a5a9ffb707d49cd8,fos_mqjvvkxn_1710eee6
Barricella Hughes Marchant Solicitors,firm,,info@bhmsolicitors.co.uk,Suffolk,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,delivered,sent,2026-06-18T19:19:07.695Z,2026-06-18T19:19:13.810Z,,,,,false,,fop_404b3bbacbb64287,fos_mqjvvjq2_846f4bf5
Allington Hughes Law,firm,,enquiry@allingtonhughes.co.uk,Conwy,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,clicked,sent,2026-06-18T19:19:06.231Z,2026-06-18T19:19:07.676Z,,2026-06-18T19:19:23.017Z,,,false,,fop_7a134c61c8b3be10,fos_mqjvvinf_4bd31df0
Abraham Solicitors,firm,,info@abrahamsolicitors.co.uk,Wrexham,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:04.685Z,,,,,,false,,fop_1d38dde9d0329421,fos_mqjvvhim_ac506195
Irwin Mitchell,firm,,info@irwinmitchell.com,Surrey,Follow-up (day 7),Reminder: join the PoliceStationRepUK firm WhatsApp group,sent,sent,2026-06-18T19:19:03.196Z,,,,,,false,,fop_8dd7f8953988aa57,fos_mqjvvgda_f1f05095
Cooper Hall Solicitors,firm,,enquiries@cooperhallsolicitors.co.uk,Lancashire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:35:32.102Z,,,,,,false,,fop_f4b176e84a20189a,fos_mqjb11tf_01569c99
Isaacs Legal Services,firm,,info@isaacslegal.co.uk,West Midlands,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:35:07.551Z,,,,,,false,,fop_ad97f6c51da4e12d,fos_mqjb0ixk_1c175578
Caroline Street Legal LTD,firm,,info@carolinestreetlegal.co.uk,West Midlands,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:34:44.070Z,,,,,,false,,fop_e70b134df49e9440,fos_mqjb00r4_df027191
Andersons Legal Services LTD,firm,,info@andersonsolicitors.co.uk,Cambridgeshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:34:20.639Z,,,,,,false,,fop_b246dac2211bf4d1,fos_mqjazio8_d7998559
Fraser Masood Solicitors,firm,,info@frasermasood.co.uk,West Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:33:57.157Z,,,,,,false,,fop_55e253e060391afd,fos_mqjaz0md_51d55bea
I H & A Law LTD T/A Kendalls Solicitors,firm,,crime@ihandalaw.co.uk,Lancashire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:33:33.947Z,,,,,,false,,fop_06cf67cf3b33db7d,fos_mqjayina_216144a7
Bennett & Co Defence Solicitors LTD,firm,,crime@bennett-law.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:33:10.818Z,,,,,,false,,fop_a8b2beec4cbd557d,fos_mqjay0sp_f9e02947
J P Legal LTD,firm,,info@m-legal.co.uk,Worcestershire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:32:47.810Z,,,,,,false,,fop_4e0a8696e77a940e,fos_mqjaxj1p_59e15790
Hg Legal LTD,firm,,info@hglegal.co.uk,Leicestershire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:32:24.817Z,,,,,,false,,fop_9003431af70fd32c,fos_mqjax1ax_e4d47a7c
O'Keeffe Law,firm,,paul.okeeffe@okeeffelaw.co.uk,Warwickshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:32:02.093Z,,,,,,false,,fop_35a258264a4606f3,fos_mqjawjrl_f2d4f69b
Belgravia Solicitors,firm,,mail@belgraviasolicitors.co.uk,West Midlands,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:31:39.417Z,,,,,,false,,fop_e438242771fd050c,fos_mqjaw29o_0ecab3c0
Lexis Solicitors LTD,firm,,mail@lexissolicitors.com,West Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-18T09:31:15.754Z,,,,,,false,,fop_a77fc1a9708c1913,fos_mqjavk0i_af0f978e
Freeman Brown Solicitors LTD,firm,,info@freemanchamberssolicitors.com,North Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:40.995Z,,,,,,false,,fop_ac25983135cc9aea,fos_mqdl5yvb_7f254306
Finsbury Law Solicitors LTD,firm,,contact@finsburylaw.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:39.490Z,,,,,,false,,fop_734eee94af72bdd1,fos_mqdl5xps_44fc7785
Birketts LLP,firm,,enquiries@birketts.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:37.224Z,,,2026-06-22T15:25:25.129Z,,,false,,fop_3ed0e9ff4b276836,fos_mqdl5vyp_47f5291f
Vanguard Solicitors,firm,,info@vanguardlawsolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:35.846Z,,,2026-06-22T09:39:12.226Z,,,false,,fop_9d4c564c215163f6,fos_mqdl5uwd_0d321ac8
Jfh Law,firm,,info@jfhlaw.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:34.378Z,,,,,,false,,fop_d1e7c7d948ccaf6f,fos_mqdl5trk_3885bcf1
Hurrairah Harris Solicitors,firm,,info@hh-solicitors.co.uk,West Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:32.982Z,,,,,,false,,fop_280e1f317547cfa6,fos_mqdl5smo_d5d7e552
Hedley Solicitors,firm,,enquiries@hedleysolicitors.co.uk,Northumberland,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:31.460Z,,,,,,false,,fop_2924bdb501b91406,fos_mqdl5rig_ad0b887c
Defence Law LTD,firm,,unitedindefence@gmail.com,Leicestershire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:29.996Z,,,,,,false,,fop_e6a1dc40bdcff78d,fos_mqdl5qdu_ee26bc25
Tml Solicitors,firm,,info@tml-solicitors.co.uk,Leicestershire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:28.617Z,,,,,,false,,fop_0e63524927848f09,fos_mqdl5pbo_156247e1
Sahota & Sahota Solicitors,firm,,info@sahotasahota.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:27.146Z,,,,,,false,,fop_2d3e7df29c2b1d92,fos_mqdl5o6p_02801487
Kingsbury Ellis LLP,firm,,info@kingsburyellis.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:25.693Z,,,,,,false,,fop_e625eae6c1ab40ea,fos_mqdl5n2f_24dce47e
Equity Law Solicitors,firm,,info@equitylawsolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:24.307Z,,,,,,false,,fop_52b9841cdbd3ed2c,fos_mqdl5lxq_7e77e5c5
Cantaris Locke Solicitors,firm,,info@cantarislocke.co.uk,Hertfordshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:22.137Z,,,,,,false,,fop_cfa29eb7b8e0d0fe,fos_mqdl5kbl_946a93e8
Shafi Legal LTD T/A Shafi Solicitors,firm,,contact@shafi-solicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:20.707Z,,,,,,false,,fop_5f881415c3433f0f,fos_mqdl5j7z_acbbac8b
Caveat Solicitors,firm,,info@caveatsolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:18.593Z,,,,,,false,,fop_c1b83772bb3387ba,fos_mqdl5hiw_ece5d17c
Adel Jibs & Co Solicitors,firm,,info@adeljibssolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:17.193Z,,,,,,false,,fop_e39f2bddacf1fe64,fos_mqdl5gic_c0df34e9
Montague Solicitors LTD,firm,,info@montaguesolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:15.753Z,,,,,,false,,fop_c176a7eee2e69547,fos_mqdl5fee_3b178e49
Avisons Law LTD,firm,,info@avisonslaw.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:14.321Z,,,2026-06-21T11:34:55.319Z,,,false,,fop_5cf6e06b632e6a65,fos_mqdl5eae_c5b113a5
Newgate Solicitors,firm,,info@newgatesolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:12.153Z,,,,,,false,,fop_2dcf75ab902069a0,fos_mqdl5cmj_c91a46b5
Ashmans Solicitors LTD,firm,,enquiries@ashmanssolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:10.011Z,,,2026-06-21T11:34:54.797Z,,,false,,fop_2a72b84d72a6a966,fos_mqdl5ayq_b2a9af7a
Prime Solicitors LTD,firm,,info@primelegalsolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:32:08.598Z,,,,,,false,,fop_504d95525ce8fc4d,fos_mqdl59vm_6be9e31d
Freeman Brown Solicitors LTD,firm,,info@freemanchamberssolicitors.com,North Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:40.171Z,,,,,,false,,fop_ac25983135cc9aea,fos_mqdl4o4g_d3f960ea
Finsbury Law Solicitors LTD,firm,,contact@finsburylaw.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:38.114Z,,,,,,false,,fop_734eee94af72bdd1,fos_mqdl4mjd_a43c3d51
Birketts LLP,firm,,enquiries@birketts.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:35.074Z,,,2026-06-22T15:25:25.129Z,,,false,,fop_3ed0e9ff4b276836,fos_mqdl4k6v_4cccf230
Vanguard Solicitors,firm,,info@vanguardlawsolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:33.106Z,,,2026-06-22T09:39:12.226Z,,,false,,fop_9d4c564c215163f6,fos_mqdl4io9_dd3397fc
Jfh Law,firm,,info@jfhlaw.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:31.045Z,,,,,,false,,fop_d1e7c7d948ccaf6f,fos_mqdl4h2z_e98db46a
Hurrairah Harris Solicitors,firm,,info@hh-solicitors.co.uk,West Yorkshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:28.952Z,,,,,,false,,fop_280e1f317547cfa6,fos_mqdl4fgu_3ae877ed
Hedley Solicitors,firm,,enquiries@hedleysolicitors.co.uk,Northumberland,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:26.872Z,,,,,,false,,fop_2924bdb501b91406,fos_mqdl4dv1_beaa00c9
Defence Law LTD,firm,,unitedindefence@gmail.com,Leicestershire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:24.868Z,,,,,,false,,fop_e6a1dc40bdcff78d,fos_mqdl4cbd_b93db3dc
Tml Solicitors,firm,,info@tml-solicitors.co.uk,Leicestershire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:22.937Z,,,,,,false,,fop_0e63524927848f09,fos_mqdl4atu_906832ca
Sahota & Sahota Solicitors,firm,,info@sahotasahota.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:20.920Z,,,,,,false,,fop_2d3e7df29c2b1d92,fos_mqdl499k_f719f89c
Kingsbury Ellis LLP,firm,,info@kingsburyellis.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:18.974Z,,,,,,false,,fop_e625eae6c1ab40ea,fos_mqdl47rm_3f72dd70
Equity Law Solicitors,firm,,info@equitylawsolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:16.890Z,,,,,,false,,fop_52b9841cdbd3ed2c,fos_mqdl465o_890446a5
Cantaris Locke Solicitors,firm,,info@cantarislocke.co.uk,Hertfordshire,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:14.046Z,,,,,,false,,fop_cfa29eb7b8e0d0fe,fos_mqdl43yn_c1487109
Shafi Legal LTD T/A Shafi Solicitors,firm,,contact@shafi-solicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:12.011Z,,,,,,false,,fop_5f881415c3433f0f,fos_mqdl42e8_f2c6cbd7
Caveat Solicitors,firm,,info@caveatsolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:09.175Z,,,,,,false,,fop_c1b83772bb3387ba,fos_mqdl407g_0a4d9ef9
Adel Jibs & Co Solicitors,firm,,info@adeljibssolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:07.202Z,,,,,,false,,fop_e39f2bddacf1fe64,fos_mqdl3yos_ff3fb5fe
Montague Solicitors LTD,firm,,info@montaguesolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:05.204Z,,,,,,false,,fop_c176a7eee2e69547,fos_mqdl3x5c_a08a216a
Avisons Law LTD,firm,,info@avisonslaw.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:03.156Z,,,2026-06-21T11:34:55.319Z,,,false,,fop_5cf6e06b632e6a65,fos_mqdl3vkb_8f708fc3
Newgate Solicitors,firm,,info@newgatesolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:31:00.211Z,,,,,,false,,fop_2dcf75ab902069a0,fos_mqdl3tan_22413928
Ashmans Solicitors LTD,firm,,enquiries@ashmanssolicitors.com,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:30:57.306Z,,,2026-06-21T11:34:54.797Z,,,false,,fop_2a72b84d72a6a966,fos_mqdl3r31_1b88310f
Prime Solicitors LTD,firm,,info@primelegalsolicitors.co.uk,,Initial invite,Police station agent cover in Kent — for criminal defence firms,sent,sent,2026-06-14T09:30:55.333Z,,,,,,false,,fop_504d95525ce8fc4d,fos_mqdl3pjd_f8e2ed2c
Skr Legal Solicitors,firm,,info@skr-legal.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-13T08:06:42.653Z,2026-06-13T08:06:44.175Z,,,,,false,,fop_be0cf5696eb98506,fos_mqc2nk70_f1b99faa
Sbg Solicitors,firm,,contact@sbgsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-13T08:06:22.482Z,2026-06-13T08:06:24.277Z,,,,,false,,fop_1538121741634623,fos_mqc2n4kk_2a4d537b
Cale Solicitors,firm,,info@calesolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-13T08:06:03.383Z,2026-06-13T08:06:05.434Z,,,,,false,,fop_952573a204daa507,fos_mqc2mpw0_f07773e4
Khan's Law Firm LTD Ta Kk & Co,firm,,info@kksols.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-13T08:05:44.337Z,2026-06-13T08:05:45.776Z,,2026-06-22T07:12:56.809Z,,,false,,fop_fc7dce43071b7ec3,fos_mqc2mb72_60ca6231
Redhead & Jones,firm,,info@redheadandjones.com,Wiltshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,delivered,sent,2026-06-13T08:05:25.219Z,2026-06-13T08:05:27.050Z,,,,,false,,fop_f329fd68f64a212b,fos_mqc2lwfw_2241fa94
Ventis & Co Solicitors,firm,,crime@ventisandco.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-13T08:05:06.258Z,,,,,2026-06-13T08:05:07.490Z,true,bounce,fop_d3546d1da86d42e6,fos_mqc2lhta_b3ba98b5
Appleby Shaw LTD,firm,,crime@shawsolicitors.co.uk,Berkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,unsubscribed,2026-06-13T08:04:37.491Z,2026-06-13T08:04:38.682Z,,,,2026-06-13T08:04:39.887Z,true,bounce,fop_451ff992c6371b84,fos_mqc2kvm3_f33b1ee6
Dallas & Richardson Solicitors LTD,firm,,crime@rhlaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,bounced,bounced,2026-06-13T08:04:18.787Z,2026-06-13T08:04:20.362Z,,,,2026-06-13T08:04:23.412Z,true,bounce,fop_ab432f389e36c4a2,fos_mqc2kh6h_57358420
A & A Law,firm,,crime@ialaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:48:00.756Z,,,,,,false,,fop_497d19fcacf4e35e,fos_mqc1zi0d_816dca2c
Kesar & Co Solicitors,firm,,crime@kesarandcosolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:58.112Z,,,,,,false,,fop_d6c13983a0b04713,fos_mqc1zfym_d6ae9061
K Legal Solicitors,firm,,crime@alllegal.co.uk,West Midlands,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:55.496Z,,,,,,false,,fop_66fc463c482b27fd,fos_mqc1zdy6_0c8e13de
Baileys Law LLP,firm,,crime@baileyslaw.co.uk,Cornwall,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:52.770Z,,,,,,false,,fop_b9a1daa9118d925e,fos_mqc1zbu2_053566b4
Uk Law Solicitors LTD,firm,,crime@legacylawsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:50.131Z,,,,,,false,,fop_c9ebb85789d3184a,fos_mqc1z9sy_34c5f154
Good & Co Solicitors LTD,firm,,crime@good-solicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:47.492Z,,,,,,false,,fop_6c8fc76d01602e0a,fos_mqc1z7rj_3e88fc01
Harris Solicitors LTD,firm,,crime@harrisandgreensolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:47:44.638Z,,,,,,true,bounce,fop_f1cffbf9539b4466,fos_mqc1z5m8_c9c5a2dd
Just For Kids Law,firm,,crime@justforkidslaw.org,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:47:41.829Z,,,,,,true,bounce,fop_39762acc9473ab4d,fos_mqc1z3e0_6ba7ddfa
Haslaw & Co LTD,firm,,crime@haslawsolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:47:39.291Z,,,,,,true,bounce,fop_2768e4c2217fa88a,fos_mqc1z1g5_43ec6b77
Eastgate Chambers,firm,,crime@eastgatechambers.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:36.673Z,,,,,,false,,fop_f627acc927c79125,fos_mqc1yzfe_2793a872
J Benson Solicitors LTD,firm,,crime@davidbensonsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:47:34.012Z,,,,,,true,bounce,fop_523cd68a06328c83,fos_mqc1yxe7_0bfc6d71
Stryders Solicitors Limited,firm,,crime@stryderslaw.co.uk,Hertfordshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:47:31.227Z,,,,,,true,bounce,fop_a4dbbe6362d31925,fos_mqc1yv7q_8608f896
Alexander Bennett,firm,,legal@alexandersolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:26.452Z,,,,,,false,,fop_14576f6fd176e930,fos_mqc1yrjh_0b6f6208
Solomons Solicitors,firm,,paul@solomonslaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:21.921Z,,,2026-06-20T10:49:31.480Z,,,false,,fop_b07e125824d31c92,fos_mqc1yo1d_a8be55d1
The Centre For Criminal Appeals,firm,,mail@appeal.org.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:19.358Z,,,,,,false,,fop_d3586a09d96a8be3,fos_mqc1ym37_42ddafaf
Brunskill,firm,,michael.brunskill@brunskill.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:16.928Z,,,2026-06-22T13:42:03.016Z,,,false,,fop_d68a050f7ef5731a,fos_mqc1yk6x_bc21f398
Shaikh Ayub Solicitors,firm,,admin@shaikhlaw.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:14.435Z,,,,,,false,,fop_f6cf399056827900,fos_mqc1yia6_50725e7c
Knightsbridge Solicitors,firm,,support@knightsbridgesolicitors.co.uk,Nottinghamshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:47:12.033Z,,,,,,true,bounce,fop_44401f53bdfab21e,fos_mqc1ygei_1e418781
Osborn Knight LTD,firm,,advice@osbornknight.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:09.494Z,,,2026-06-20T17:43:39.157Z,,,false,,fop_67d71564ee28a5a9,fos_mqc1yehe_973900b0
Hill Twine Solicitors,firm,,enquiries@hilltwine.co.uk,Dorset,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:07.085Z,,,,,,false,,fop_733ba09cb4b1bde9,fos_mqc1ycl9_7c3b1cc6
Jacobs & Todd,firm,,mail@jacobsandtodd.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:04.659Z,,,,,,false,,fop_5e7b2e9cbacad152,fos_mqc1yapp_d893f530
Rukhsana Hayat & Co Solicitors,firm,,info@rukhsanahayat.co.uk,Surrey,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:47:02.291Z,,,,,,false,,fop_c786eda0ab6d7969,fos_mqc1y8w6_2d835a19
Nelson Legal LLP,firm,,lawyers@nelsonlegal.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:59.864Z,,,,,,false,,fop_9def6cf93f6959ee,fos_mqc1y710_44887a02
Jason Nicholson,firm,,nicholsons@jnsolicitor.co.uk,North Lincolnshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:57.295Z,,,,,,false,,fop_ad7bcf0f7c8de9a2,fos_mqc1y51m_2fdfba61
L P Evans Solicitors & Advocates,firm,,kevin@citadelsolicitors.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:55.000Z,,,,,,false,,fop_d6b4c14df5085a4b,fos_mqc1y39k_df58e476
Trinity Advocates,firm,,defence@trinityadvocates.co.uk,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:52.693Z,,,,,,false,,fop_e9edcdd160232314,fos_mqc1y1hg_97b421ba
Football Law Associates LTD,firm,,info@liberationsolicitors.co.uk,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:50.355Z,,,,,,false,,fop_140a59ef43e6be79,fos_mqc1xzor_de392e0d
Advice Wise Solicitors LTD,firm,,info@advicewisesolicitors.com,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:48.045Z,,,2026-06-21T07:56:29.037Z,,,false,,fop_9f7754c49675f937,fos_mqc1xxw5_b15e7fb6
Mi Law,firm,,office@mi-law.co.uk,Bedfordshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:45.599Z,,,2026-06-20T10:48:54.403Z,,,false,,fop_1f208054225a1a34,fos_mqc1xw0u_631f52f5
Jds Solicitors,firm,,admin@jdssolicitors.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:43.261Z,,,2026-06-20T11:05:04.936Z,,,false,,fop_7461788135432c83,fos_mqc1xu8d_2353515f
Levales Solicitors LLP,firm,,crime@levales.com,Hampshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:46:40.947Z,,,,,,true,bounce,fop_18995e7548176344,fos_mqc1xsfm_97d21d83
Agi Criminal Solicitors LTD,firm,,crime@ggcriminal.com,,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:38.209Z,,,,,,false,,fop_cb6810b769631917,fos_mqc1xqbq_58107edb
Woolfe & Co Solicitors LTD,firm,,office@woolfelaw.com,Bedfordshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:35.816Z,,,,,,false,,fop_a46e1869d08e5f5e,fos_mqc1xohe_820d6723
Highfield Solicitors LTD,firm,,%20info@highfield.co.uk,West Yorkshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:46:32.933Z,,,2026-06-20T10:48:32.420Z,,,true,bounce,fop_eb3c59fb19a1cc09,fos_mqc1xmaj_7f5dc365
Haywood Lunn & Allen LTD,firm,,admin@hla-law.co.uk,N E Lincolnshire,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:30.642Z,,,,,,false,,fop_25b377c01e998dd3,fos_mqc1xkgu_433e75ea
Tahmina & Co Solicitors LTD,firm,,crime@essexcriminaldefence.co.uk,Essex,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,bounced,2026-06-13T07:46:28.445Z,,,,,,true,bounce,fop_7e8b027e91c67037,fos_mqc1xis1_8bac75a5
Cornwall Defence Solicitors LLP,firm,,office@cornwalldefencesolicitors.co.uk,Cornwall,Initial invite,Free WhatsApp group for criminal firms — police station cover,sent,sent,2026-06-13T07:46:26.206Z,,,,,,false,,fop_f6a4780d32165cca,fos_mqc1xh1m_4156986e
